"Freq [GHz]","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='10mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='11mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='12mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='13mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='14mm'","dB(S(WavePort1,WavePort1)) [] - split1x='25mm' split2x='15mm'"
2.443,-4.79015407956816,-5.33416341713163,-6.96510090233948,-9.88924353191912,-8.11156171640179,-1.71321305114187
2.444,-4.89168334742841,-5.45139940077547,-7.10951843300638,-10.0206173175276,-7.90008511992868,-1.69009053314177
2.445,-4.99400448900091,-5.56975810946416,-7.2524015874308,-10.1368480005779,-7.69516997506457,-1.66753813374951
2.446,-5.09688395739867,-5.68897784631545,-7.39303428626409,-10.2363143201143,-7.49677344569114,-1.64553794297116
2.447,-5.20006048088852,-5.80876201464693,-7.53063893315107,-10.317565161411,-7.30481589177167,-1.62407273062823
2.448,-5.3032440093567,-5.928777207952,-7.66438037652079,-10.3793832380522,-7.11918915765469,-1.60312591680474
2.449,-5.40611497184156,-6.04865161729243,-7.79337236274463,-10.4208428868496,-6.93976334377609,-1.58268154372263
2.45,-5.50832393206058,-6.16797387865128,-7.91668680025015,-10.441356582088,-6.76639232061365,-1.56272424897267
2.451,-5.60949173655373,-6.2862925000318,-8.03336606197278,-10.4407054416586,-6.59891820388014,-1.54323924002706
2.452,-5.70921025521405,-6.40311602309032,-8.1424384105242,-10.4190504518459,-6.43717497452291,-1.52421226996938
2.453,-5.8070438153641,-6.51791408483352,-8.24293643534373,-10.3769231774128,-6.28099139634118,-1.50562961437647
2.454,-5.90253142677976,-6.63011954891601,-8.33391814973231,-10.31519699178,-6.13019335780256,-1.48747804929434
2.455,-5.99518988475601,-6.73913187051556,-8.41449012348995,-10.2350419382006,-5.98460574250941,-1.46974483024972
2.456,-6.08451782010632,-6.84432184062882,-8.48383174944347,-10.1378678495966,-5.8440539142846,-1.45241767224567
2.457,-6.17000073785436,-6.94503782212292,-8.54121949389675,-10.0252610936283,-5.70836488748838,-1.43548473069017
2.458,-6.25111704977634,-7.0406135388002,-8.58604980127913,-9.89892024251302,-5.57736824050168,-1.41893458320976
2.459,-6.32734506014633,-7.13037740911645,-8.61785924975312,-9.76059523531998,-5.45089681986354,-1.40275621230429
2.46,-6.3981708103007,-7.21366332894984,-8.63634061535655,-9.61203344851224,-5.3287872739708,-1.38693898879889
2.461,-6.46309662846193,-7.28982270623936,-8.64135370817744,-9.45493478634815,-5.21088044821457,-1.37147265605457
2.462,-6.52165017040192,-7.35823744055835,-8.63293018335422,-9.2909166726844,-5.09702166766411,-1.35634731489774
2.463,-6.57339367889694,-7.41833343173081,-8.6112719676124,-9.12148881885556,-4.98706092868903,-1.34155340923423
2.464,-6.61793314122609,-7.46959410469527,-8.57674342563449,-8.94803692534584,-4.88085301705115,-1.32708171231267
2.465,-6.65492699014689,-7.51157336547553,-8.52985785812144,-8.7718140474747,-4.77825756683186,-1.31292331360552
2.466,-6.68409398024416,-7.54390736729531,-8.47125931637877,-8.59393817410531,-4.67913907197328,-1.29906960627742
2.467,-6.70521988232965,-7.56632447607954,-8.40170099206542,-8.41539457094695,-4.58336686008951,-1.28551227521141
2.468,-6.71816267552467,-7.57865288578642,-8.32202157224867,-8.23704156242657,-4.49081503646229,-1.27224328556648
2.469,-6.72285597891957,-7.58082544515049,-8.23312093924643,-8.0596186134221,-4.40136240471095,-1.25925487183972
2.47,-6.71931054845669,-7.57288141080676,-8.13593646254464,-7.88375578288947,-4.3148923694508,-1.24653952740954
2.471,-6.70761376345846,-7.55496502363197,-8.03142091031308,-7.7099838277166,-4.23129282529022,-1.23408999453551
2.472,-6.68792713259703,-7.52732099749357,-7.92052274028491,-7.5387444206931,-4.15045603572895,-1.22189925479414
2.473,-6.6604819517823,-7.49028719276084,-7.80416925144986,-7.37040010363818,-4.07227850485728,-1.20996051992869
2.474,-6.62557333749834,-7.44428490273386,-7.68325281930401,-7.20524372373359,-3.99666084422861,-1.19826722309355
2.475,-6.58355293113829,-7.38980729544341,-7.55862021871374,-7.04350719968127,-3.92350763682573,-1.18681301047491
2.476,-6.53482061788535,-7.32740661796727,-7.43106487008744,-6.88536953803698,-3.85272729967987,-1.17559173326891
2.477,-6.47981562554576,-7.25768078399696,-7.30132172836491,-6.73096407317917,-3.78423194639732,-1.16459744000151
2.478,-6.41900736522401,-7.18125993248554,-7.17006446608661,-6.580384941052,-3.71793725059878,-1.15382436917317
2.479,-6.35288635003082,-7.09879347506363,-7.03790457349238,-6.43369282084177,-3.6537623110717,-1.14326694221372
2.48,-6.28195548507426,-7.01093805441274,-6.9053920010153,-6.29091999333247,-3.59162951926367,-1.13291975673261
2.481,-6.20672196759638,-6.91834672741454,-6.77301699318092,-6.15207477240033,-3.531464429606,-1.1227775800511
2.482,-6.12768997618376,-6.82165957707199,-6.6412127998519,-6.01714536903811,-3.47319563304073,-1.11283534300318
2.483,-6.04535426777942,-6.72149585503703,-6.51035899415488,-5.88610324695414,-3.41675463402661,-1.10308813399303
2.484,-5.96019474502814,-6.61844766841664,-6.38078517156814,-5.75890602636721,-3.36207573122346,-1.09353119329717
2.485,-5.87267200731324,-6.5130751538623,-6.25277484795841,-5.63549998892627,-3.30909590198918,-1.08415990760016
2.486,-5.7832238584585,-6.40590302980408,-6.12656941389425,-5.51582223233367,-3.25775469076884,-1.07496980475333
2.487,-5.69226271312935,-6.29741838319527,-6.00237203719078,-5.39980251864382,-3.20799410141577,-1.06595654874626
2.488,-5.60017382223922,-6.18806952818903,-5.88035143493441,-5.28736485562275,-3.15975849344582,-1.05711593488169
2.489,-5.50731422429013,-6.07826576794645,-5.76064546039898,-5.1784288461512,-3.11299448220022,-1.04844388514461
2.49,-5.41401232331178,-5.96837789430955,-5.64336446965672,-5.07291083654831,-3.06765084286909,-1.03993644375675
2.491,-5.32056799351237,-5.85873927050257,-5.52859444783898,-4.97072489092489,-3.02367841830865,-1.03158977290849
2.492,-5.22725311450769,-5.74964735683505,-5.41639988661099,-4.87178361527567,-2.98103003057299,-1.02340014866013
2.493,-5.13431244775957,-5.64136555653721,-5.30682641300111,-4.77599885197367,-2.93966039606876,-1.01536395700508
2.494,-5.0419647735174,-5.53412527676152,-5.1999031759021,-4.68328226263608,-2.89952604423415,-1.00747769008804
2.495,-4.9504042171919,-5.42812811730848,-5.0956450008159,-4.59354581494934,-2.86058523963596,-0.999737942571081
2.496,-4.85980170400737,-5.32354811600435,-4.994054326144,-4.50670218696129,-2.82279790737679,-0.992141408141525
2.497,-4.77030649043973,-5.22053399442511,-4.89512293592087,-4.42266510052455,-2.7861255617002,-0.98468487615527
2.498,-4.682047730019,-5.11921136060932,-4.79883350464026,-4.34134959399156,-2.75053123767972,-0.977365228409733
2.499,-4.59513603932655,-5.01968483647264,-4.7051609699211,-4.26267224288768,-2.71597942588031,-0.97017943604097
2.5,-4.50966503733714,-4.92204008691026,-4.61407374843335,-4.18655133609133,-2.68243600987738,-0.963124556539463
2.501,-4.4255858895207,-4.82634573517173,-4.52553480988226,-4.11282583746389,-2.64997433168003,-0.956195896488464
2.502,-4.34313580008688,-4.73265515521149,-4.4395026230103,-4.04144170230426,-2.61862689030907,-0.94937823269679
2.503,-4.2623552249706,-4.64100813653287,-4.35593198665152,-3.97233368655546,-2.58836397645943,-0.942669701144121
2.504,-4.18327470955611,-4.55143242076342,-4.27477475787372,-3.90543758202859,-2.55915714032016,-0.936068474143139
2.505,-4.10591593010883,-4.4639451119882,-4.19598048825286,-3.84069035049233,-2.53097914664501,-0.929572759599514
2.506,-4.03029265823602,-4.37855396490796,-4.11949697833125,-3.77803023328927,-2.50380393125957,-0.923180800287635
2.507,-3.95641164998529,-4.29525855631057,-4.04527075938629,-3.71739683961491,-2.47760655895196,-0.916890873141686
2.508,-3.88427346211055,-4.21405134628101,-3.97324751073218,-3.658731216227,-2.45236318268894,-0.910701288561822
2.509,-3.81387319869035,-4.13491863613136,-3.90337241996224,-3.60197590102572,-2.42805100409441,-0.904610389735094
2.51,-3.74520119172122,-4.05784143029252,-3.83559049276339,-3.54707496265591,-2.40464823512265,-0.898616551970865
2.511,-3.67824361957812,-3.98279620944961,-3.76984681824377,-3.49397402802607,-2.38213406085441,-0.892718182050368
2.512,-3.6129830673677,-3.90975562208177,-3.7060867950655,-3.44262029941414,-2.36048860334028,-0.88691371759018
2.513,-3.54939903322717,-3.83868910132376,-3.64425632310423,-3.39296256262837,-2.33969288641119,-0.88120162641929
2.514,-3.48746838457273,-3.76956341375136,-3.58430196482936,-3.3449511875159,-2.31972880137255,-0.875580405969478
2.515,-3.42716576819136,-3.70234314631903,-3.52617108013195,-3.29853812195514,-2.30057907349424,-0.870048582678767
2.516,-3.36846397791924,-3.63699113728032,-3.46981193790315,-3.25367688033035,-2.28222722920511,-0.864604711407618
2.517,-3.31133428346958,-3.57346885650878,-3.41517380729392,-3.21032252736438,-2.26465756389587,-0.859247374867679
2.518,-3.25574672377538,-3.51173674022435,-3.36220703124336,-3.16843165807831,-2.24785511023093,-0.85397518306277
2.519,-3.20167036800331,-3.45175448472589,-3.3108630845695,-3.12796237455117,-2.23180560686427,-0.848786772741843
2.52,-3.14907354718493,-3.39348130334404,-3.26109461864456,-3.08887426006948,-2.21649546745079,-0.843680806863745
2.521,-3.09792405919892,-3.33687615045436,-3.21285549444345,-3.05112835118113,-2.20191174983881,-0.838655974073432
2.522,-3.04818934963342,-3.28189791604642,-3.16610080553743,-3.01468710810365,-2.18804212532481,-0.833710988189478
2.523,-2.99983667085809,-3.22850559401646,-3.12078689242661,-2.97951438387817,-2.17487484784601,-0.828844587702599
2.524,-2.95283322144543,-3.17665842705071,-3.07687134942774,-2.94557539260955,-2.1623987229803,-0.824055535284942
2.525,-2.90714626790214,-3.12631603068759,-3.03431302519849,-2.91283667708849,-2.15060307661779,-0.819342617310005
2.526,-2.86274325050076,-3.07743849889076,-2.99307201783965,-2.88126607605086,-2.13947772316155,-0.814704643382827
2.527,-2.81959187484461,-3.02998649323095,-2.95310966540764,-2.85083269129468,-2.12901293310889,-0.810140445880339
2.528,-2.7776601906524,-2.98392131756247,-2.91438853256331,-2.82150685484487,-2.11919939985845,-0.805648879501623
2.529,-2.73691665911161,-2.93920497988362,-2.87687239399819,-2.79326009632764,-2.1100282055811,-0.801228820827864
2.53,-2.69733021002481,-2.89580024289683,-2.84052621519252,-2.76606511069294,-2.10149078598687,-0.796879167891781
2.531,-2.65887028985741,-2.85367066462291,-2.80531613099596,-2.73989572640241,-2.09357889381318,-0.792598839756385
2.532,-2.62150690168858,-2.81278063028142,-2.7712094224558,-2.71472687418115,-2.08628456085369,-0.788386776102756
2.533,-2.58521063797128,-2.77309537651846,-2.73817449226285,-2.69053455641615,-2.07960005834164,-0.784241936826817
2.534,-2.54995270691687,-2.73458100894632,-2.70618083913812,-2.66729581726907,-2.07351785549587,-0.780163301644744
2.535,-2.5157049532401,-2.69720451385446,-2.67519903143955,-2.64498871355885,-2.06803057603419,-0.776149869706907
2.536,-2.48243987392689,-2.66093376485664,-2.64520068023062,-2.62359228645919,-2.06313095245519,-0.772200659220195
2.537,-2.45013062961901,-2.62573752515477,-2.61615841202055,-2.60308653404526,-2.05881177788846,-0.768314707078434
2.538,-2.41875105215066,-2.59158544602242,-2.58804584135474,-2.58345238471664,-2.05506585531309,-0.764491068500864
2.539,-2.38827564871587,-2.55844806204506,-2.56083754341012,-2.5646716715155,-2.05188594394736,-0.760728816678385
2.54,-2.35867960309601,-2.52629678359094,-2.53450902672613,-2.54672710735291,-2.04926470261758,-0.757027042427456
2.541,-2.32993877433246,-2.49510388693357,-2.50903670618374,-2.52960226115094,-2.04719462992333,-0.75338485385151
2.542,-2.30202969318716,-2.46484250239708,-2.48439787632591,-2.51328153490258,-2.0456680010287,-0.749801376009657
2.543,-2.27492955669867,-2.43548660085226,-2.46057068509937,-2.49775014164815,-2.04467680092713,-0.746275750592577
2.544,-2.24861622110723,-2.40701097885287,-2.43753410808214,-2.48299408436287,-2.04421265405033,-0.742807135605421
2.545,-2.22306819339266,-2.37939124266614,-2.41526792325197,-2.46900013574712,-2.04426675012138,-0.739394705057585
2.546,-2.19826462164217,-2.35260379142126,-2.39375268633851,-2.45575581890815,-2.04482976618855,-0.736037648659177
2.547,-2.17418528444089,-2.3266257995719,-2.372969706795,-2.44324938891985,-2.04589178482192,-0.732735171524105
2.548,-2.15081057945574,-2.30143519884361,-2.3529010244163,-2.43146981524465,-2.04744220850852,-0.729486493879522
2.549,-2.12812151136486,-2.2770106598169,-2.33352938662353,-2.4204067650006,-2.04946967034666,-0.726290850781668
2.55,-2.10609967926548,-2.25333157327486,-2.31483822643127,-2.41005058705383,-2.05196194121583,-0.723147491837775
2.551,-2.08472726367927,-2.23037803142948,-2.29681164110548,-2.40039229691654,-2.0549058336868,-0.720055680934065
2.552,-2.06398701325852,-2.20813080912384,-2.27943437151958,-2.39142356242811,-2.05828710303771,-0.717014695969632
2.553,-2.04386223128481,-2.18657134509455,-2.26269178220902,-2.38313669019662,-2.0620903458575,-0.714023828596081
2.554,-2.02433676204013,-2.16568172336681,-2.24656984212436,-2.37552461277616,-2.06629889684773,-0.71108238396285
2.555,-2.00539497712037,-2.14544465484332,-2.23105510607838,-2.36858087655489,-2.07089472457845,-0.708189680468048
2.556,-1.98702176175177,-2.12584345913961,-2.21613469688113,-2.36229963032682,-2.07585832711315,-0.705345049514688
2.557,-1.9692025011636,-2.10686204670969,-2.20179628815596,-2.35667561452023,-2.08116862859095,-0.702547835272275
2.558,-1.95192306706206,-2.08848490129832,-2.18802808782582,-2.35170415105321,-2.08680287804071,-0.699797394443518
2.559,-1.9351698042449,-2.07069706275059,-2.17481882226073,-2.3473811337865,-2.09273655189872,-0.697093096036162
2.56,-1.91892951738998,-2.05348411020296,-2.1621577210733,-2.34370301954189,-2.0989432619069,-0.694434321139767
2.561,-1.90318945804631,-2.03683214567557,-2.15003450255154,-2.34066681965311,-2.10539467027862,-0.69182046270738
2.562,-1.88793731185116,-2.02072777808114,-2.13843935971448,-2.33827009201442,-2.11206041422818,-0.689250925341927
2.563,-1.8731611859932,-2.0051581076617,-2.12736294697888,-2.33651093359016,-2.11890804216354,-0.686725125087318
2.564,-1.85884959693793,-1.99011071086157,-2.11679636742176,-2.33538797334667,-2.12590296403071,-0.68424248922407
2.565,-1.84499145842865,-1.97557362564182,-2.10673116062632,-2.33490036556541,-2.13300841846508,-0.681802456069443
2.566,-1.8315760697732,-1.96153533723895,-2.09715929109699,-2.33504778349371,-2.14018545954025,-0.679404474781907
2.567,-1.81859310442464,-1.94798476436871,-2.08807313722945,-2.33583041328666,-2.14739296599534,-0.677048005169942
2.568,-1.80603259886154,-1.9349112458737,-2.07946548082284,-2.33724894819032,-2.15458767585879,-0.674732517504994
2.569,-1.79388494177206,-1.92230452781219,-2.07132949711991,-2.33930458291301,-2.16172424935427,-0.672457492338555
2.57,-1.78214086354402,-1.91015475098412,-2.06365874536242,-2.34199900812733,-2.16875536286222,-0.670222420323276
2.571,-1.77079142606199,-1.89845243888907,-2.05644715984888,-2.34533440504108,-2.1756318365047,-0.668026802038008
2.572,-1.75982801281105,-1.88718848611007,-2.04968904148191,-2.34931343997056,-2.18230279761125,-0.665870147816702
2.573,-1.74924231928595,-1.87635414711671,-2.04337904979293,-2.35393925884379,-2.1887158818991,-0.663751977581099
2.574,-1.73902634370336,-1.86594102547957,-2.03751219543296,-2.35921548155581,-2.19481747365685,-0.661671820677122
2.575,-1.72917237801416,-1.85594106348848,-2.03208383311743,-2.36514619609086,-2.20055298555237,-0.659629215714882
2.576,-1.71967299921218,-1.8463465321659,-2.02708965501462,-2.37173595231945,-2.20586717789673,-0.657623710412259
2.577,-1.71052106093499,-1.83715002166701,-2.02252568456687,-2.37898975536978,-2.21070451629365,-0.655654861441946
2.578,-1.70170968535221,-1.82834443205737,-2.01838827073504,-2.38691305846449,-2.21500956560238,-0.653722234281921
2.579,-1.69323225533622,-1.81992296445947,-2.0146740826557,-2.39551175510366,-2.21872741706345,-0.651825403069255
2.58,-1.68508240690969,-1.81187911255888,-2.0113801047031,-2.40479217046446,-2.22180414430943,-0.64996395045719
2.581,-1.67725402196477,-1.80420665446099,-2.00850363194633,-2.41476105187612,-2.22418728284265,-0.648137467475438
2.582,-1.66974122124761,-1.79689964488926,-2.0060422659941,-2.42542555821625,-2.22582632645134,-0.646345553393635
2.583,-1.66253835760274,-1.78995240771618,-2.00399391121883,-2.43679324806066,-2.22667323300059,-0.644587815587857
2.584,-1.65564000947101,-1.78335952881778,-2.00235677135341,-2.44887206640366,-2.22668293112565,-0.642863869410186
2.585,-1.64904097463526,-1.77711584924339,-2.0011293464532,-2.46167032974975,-2.22581381862253,-0.641173338061228
2.586,-1.6427362642074,-1.77121645869168,-2.00031043021734,-2.47519670935979,-2.22402824282121,-0.639515852465533
2.587,-1.63672109685113,-1.76565668928499,-1.99989910766302,-2.48946021241564,-2.22129295298466,-0.637891051149898
2.588,-1.63099089323408,-1.76043210963359,-1.99989475314749,-2.50447016084703,-2.2175795148331,-0.63629858012442
2.589,-1.62554127070359,-1.75553851918207,-2.0002970287323,-2.52023616754192,-2.21286467767185,-0.634738092766341
2.59,-1.62036803818008,-1.75097194283016,-2.00110588288545,-2.5367681096386,-2.20713068530901,-0.63320924970655
2.591,-1.61546719126252,-1.74672862582047,-2.00232154951656,-2.55407609857218,-2.20036552297894,-0.631711718718744
2.592,-1.61083490754001,-1.74280502888613,-2.00394454734155,-2.57217044652141,-2.19256309381416,-0.630245174611168
2.593,-1.60646754210435,-1.7391978236512,-2.00597567957272,-2.59106162887385,-2.18372331999221,-0.628809299120917
2.594,-1.60236162325783,-1.73590388827745,-2.00841603393122,-2.61076024229696,-2.17385216546865,-0.62740378081071
2.595,-1.59851384841129,-1.7329203033509,-2.0112669829786,-2.63127695797184,-2.16296157912749,-0.626028314968142
2.596,-1.59492108016717,-1.73024434800202,-2.01453018476498,-2.65262246951372,-2.15106935915936,-0.624682603507308
2.597,-1.5915803425827,-1.72787349625398,-2.01820758379106,-2.674807435069,-2.13819894143757,-0.623366354872819
